listing_id,property_type,country,city,neighborhood,surface_m2,num_rooms,num_bathrooms,floor,year_built,price,listing_date,condition,heating_type,parking,energy_rating
2470,apartment,Netherlands,Utrecht,Historic,165,5,3,11,1996,1726070,2018/08/11,,CENTRAL,1,c
2686,HOUSE,Italy,Venice,Suburbs,400,,1,11,1969,1079469,2020-09-13,Renovated,CENTRAL,NO,b
2469, studio,Portugal,Braga,Industrial,145,5,1,8,1964,1499460,2020-05-17,,gas,yes,D
1772,duplex,Belgium,Liège,City Center,28,3,2,1,1978,1294284,2023-11-10,New,Solar,yes,B
2542,Penthouse,Spain,Alicante,SUBURBS,239,5,2,15,1954,1844086,2022-10-05,New,gas,NO,a
1912,APT,France,Strasbourg,,184,2,1,20,2010,121546,12/10/2022,Renovated,Central,No,a
2990,duplex,Switzerland,Lucerne,SUBURBS,9999,8,2,,1958,216849,2018-08-09,Renovated,gas,No,b
1475,house,,Malaga,Residential,362,1,,7,1972,824127,2018-07-01,Renovated,gas,yes,G
2442,APT,Germany,Berlin,Residential,354,6,1,0,1955,1553954,26.10.2024,Good,Central,Yes,
1030,VILLA,Portugal,Lisbon,Historic,135,3,3,2,1968,175070,2021-01-20,New,Central,,F
2935,VILLA,Spain,Alicante,city center,152,5,3,1,1956,377467,2020-04-19,New,,no,a
2586,APT,Switzerland,Basel,Suburbs,398,,3,10,1953,1188620,2023-06-16,Renovated,,1,G
2726, studio,Netherlands,Utrecht,Suburbs,,7,3,20,1950,982600,2019-01-03,Good,Central,1,F
2993,duplex,Spain,Zaragoza,Residential,77,4,3,5,1962,1763678,2022-02-01,Old,Central,,b
1858,APT,Belgium,Brussels,Suburbs,327,2,1,7,1990,148253,2021-04-06,Good,CENTRAL,YES,E
2399,duplex,Italy,Rome,Historic,136,2,4,19,2006,1297388,04/09/2024,New,Electric,0,G
1297,Villa ,France,Lyon,Residential,9999,2,2,5,1996,1577459,15.04.2024,Old,CENTRAL,no,a
1710,VILLA,Switzerland,Basel,City Center,334,8,1,14,2007,1939891,18.09.2024,Old,CENTRAL,Yes,c
2950,VILLA,,Lausanne,SUBURBS,130,4,3,16,1956,471574,2022-05-13,,Central,0,A
2946,house,Italy,Turin,City Center,48,3,1,12,,212318 EUR,2022-10-17,Renovated,,no,B
1246,HOUSE,Germany,Frankfurt,City Center,,8,2,14,2010,635463,2024-06-07,New,Central,1,a
2701,HOUSE,Germany,Cologne,Industrial,,,4,,1951,308602,2020-11-24,Old,Central,no,a
1880,Penthouse,Italy,Naples,Residential,378,7,4,12,1967,1703680,2021-07-30,,gas,yes,a
2826,Villa ,Belgium,Liège,Residential,170,5,1,,2004,862940,05.04.2023,,electric,Yes,b
2589,HOUSE,Portugal,Porto,SUBURBS,158,6,4,7,2007,909181 EUR,2023-06-09,Old,CENTRAL,YES,b
1408,apartment,,Groningen,Industrial,55,8,1,9,2003,626032,2023-07-14,New,CENTRAL,No,A
2509,HOUSE,,Lucerne,city center,316,1,3,10,2001,1078408,2020-04-04,Renovated,Central,NO,E
2450,apartment,Netherlands,Groningen,Historic,291,6,3,10,1973,1700730 EUR,2019-08-08,Good,electric,YES,c
1940,VILLA,Italy,Venice,,,,,15,1990,1868782,2019-09-23,Old,Central,yes,A
1148,APT,Germany,Munich,Residential,224,8,3,15,1999,1727509,2022-08-26,Old,CENTRAL,Yes,c
1175,house,Spain,Valencia,Historic,327,7,1,8,1958,515085,2018-08-24,Old,electric,Yes,D
2703,VILLA,Switzerland,Lucerne,Suburbs,24,4,4,5,2017,1984300,2023-12-01,New,CENTRAL,NO,
1677, studio,Switzerland,Basel,Suburbs,374,6,3,7,1973,1386781 EUR,13/04/2020,,CENTRAL,No,
1863,APT,France,Strasbourg,Residential,239,5,2,14,1951,1418816,2024-02-25,Old,Gas,NO,b
1641,duplex,Italy,Genoa,City Center,191,6,4,2,1959,585082,2018-03-29,Old,gas,,G
1173,apartment,Belgium,Antwerp,SUBURBS,383,1,1,0,2016,836494,2022-10-01,Old,Solar,,a
2125,Villa ,Spain,Zaragoza,Historic,68,8,2,9,1955,1194206,06.11.2024,Old,,,
1418,APT,Netherlands,Utrecht,Historic,161,5,2,18,1955,1140682,08-22-2018,Renovated,Gas,no,
2076,apartment,Belgium,Ghent,Suburbs,350,6,4,18,2002,1708821,2022-11-16,,Gas,NO,
2202,duplex,,Strasbourg,SUBURBS,219,2,1,18,1981,1317304,2022-06-02,Good,Solar,0,c
1402,duplex,,Valencia,Residential,154,3,1,,1959,1821304,2023/07/13,Good,Gas,no,A
2226, studio,Netherlands,Eindhoven,Residential,104,2,,18,1995,393,2023-12-19,Good,Gas,,E
1585,HOUSE,Switzerland,Zurich,Residential,146,7,2,14,1980,1328438,2022-05-03,New,gas,1,
2702,APT,Italy,Florence,City Center,182,7,4,,1967,175576,2018-08-18,,electric,no,D
2823,house,Germany,Frankfurt,Historic,398,1,1,0,1983,1899363,2019-02-04,Good,Gas,YES,A
2338,HOUSE,Portugal,Faro,,99,3,4,15,1968,883200,2023/01/02,,Solar,no,F
2683,apartment,Switzerland,Bern,city center,,8,3,17,1964,1896705,2019-02-25,Old,electric,Yes,G
2115,Villa ,Italy,Venice,,,4,3,0,2006,680368 EUR,2023-07-12,Good,,No,a
2166,duplex,Portugal,Faro,Historic,231,7,2,19,2015,1091300,2022-07-14,Good,Central,yes,D
2367,HOUSE,Switzerland,Lausanne,SUBURBS,78,3,2,18,2001,1842003,15.02.2019,New,Solar,no,c
1554,Penthouse,Belgium,Ghent,,,3,3,15,2022,182382,2023-05-05,,CENTRAL,YES,C
1969,VILLA,Netherlands,Rotterdam,city center,213,2,2,7,1970,1587081,2021-05-05,New,Gas,no,b
2765,Villa ,Netherlands,Utrecht,Suburbs,189,1,3,1,1995,1611704,2019-09-28,,Gas,0,G
2432,Penthouse,,Nantes,SUBURBS,148,6,3,15,2016,720632,2020-11-02,,Solar,NO,B
2434,HOUSE,France,Lyon,city center,396,7,2,13,1983,1314073,2019-07-17,New,electric,1,D
1944,house,Italy,Milan,city center,360,8,4,17,1986,966007,2023-11-11,,Gas,NO,c
1210,VILLA,France,Nantes,Residential,342,1,2,14,1987,884750,2023-03-14,,Electric,yes,b
1837,Villa ,Switzerland,Lucerne,Suburbs,27,,,6,1950,1646692,2020-09-07,New,Electric,No,E
2939,VILLA,Switzerland,Basel,city center,201,7,3,20,1969,896314,2018-04-07,New,Central,,E
1825,VILLA,,Geneva,city center,260,8,3,7,2015,1585740,2024-12-25,Renovated,Solar,0,c
1822,apartment,Portugal,Faro,Industrial,,2,1,17,1974,1196854 EUR,2019-02-24,Renovated,electric,No,a
2242,Penthouse,Netherlands,Utrecht,Suburbs,331,7,3,18,2009,1450448,2021-08-20,Old,Gas,No,
2649,HOUSE,,Turin,Industrial,71,2,,3,1961,1287912,2020-08-01,Old,Central,YES,
1578,APT,Italy,Florence,SUBURBS,50,7,1,12,1991,108018,2023-09-19,Good,Solar,0,E
1337,house,Portugal,Faro,SUBURBS,72,3,3,19,1962,730220,2021-07-26,New,CENTRAL,Yes,b
1530,VILLA,,Eindhoven,Industrial,287,7,2,10,1986,334113 EUR,20.08.2022,Renovated,Central,0,A
1405,HOUSE,Netherlands,Eindhoven,,330,7,4,,1975,790117,2023-12-13,Good,CENTRAL,,C
2680,VILLA,Portugal,Braga,Suburbs,215,6,1,8,1983,1589565,26/08/2021,Renovated,Central,No,F
1719,Penthouse,France,Paris,SUBURBS,307,4,4,17,2003,474258,2023-12-03,,Electric,1,a
1966, studio,Germany,Düsseldorf,Suburbs,9999,,,5,1983,1532117,2021-10-04,Renovated,Gas,yes,E
2892,house,Spain,Zaragoza,Historic,226,1,4,2,1955,91380,2022-02-22,Good,Solar,0,F
1862,Villa ,Italy,Rome,Historic,246,5,1,16,,1825608,2023-12-04,Old,Gas,0,a
2570,VILLA,Netherlands,Groningen,city center,324,5,4,1,2010,1896458,2018-08-12,Renovated,,,B
2099,Villa ,France,Nantes,,9999,1,1,6,1962,265,2024-11-25,Renovated,Electric,no,a
1772,duplex,Belgium,Liège,City Center,28,3,2,1,1978,1294284,2023-11-10,New,Solar,yes,B
1635,house,Belgium,Brussels,Historic,40,7,3,5,1999,793809,2024-02-05,New,Electric,1,G
1048,duplex,Belgium,Namur,Residential,193,,1,4,1973,1237661,2019-10-07,,Electric,Yes,C
1891,Penthouse,France,Toulouse,Industrial,40,8,4,,1952,545321,2024-08-22,Old,electric,1,c
1722,duplex,Germany,Düsseldorf,,110,3,2,10,2011,1124217,2019-06-25,Renovated,CENTRAL,1,A
1860,HOUSE,Switzerland,Basel,Historic,9999,4,3,15,2022,1112605,2020-07-19,Renovated,,,F
2719,apartment,France,Strasbourg,City Center,338,6,1,4,2001,857046,2022-10-17,Old,Central,no,
2741, studio,,Munich,Historic,311,6,,13,2023,733453,2021-08-27,New,,0,C
2252,duplex,Netherlands,Eindhoven,Industrial,226,7,,4,1981,1656141,2024-07-03,Renovated,Central,0,G
1628,Villa ,,Setúbal,Suburbs,,3,2,7,,1954216,06-18-2020,Old,Solar,yes,D
1492,duplex,Italy,Naples,Historic,331,2,,15,1995,1013267,2022-01-29,New,CENTRAL,0,B
2889,VILLA,France,Marseille,Industrial,352,5,4,10,1995,1276257,2024-06-17,,electric,no,F
2783,house,Switzerland,Bern,city center,385,8,3,4,2022,1492824,2020-02-25,,Gas,YES,b
2818,Penthouse,,Toulouse,city center,129,4,,,1977,603099,2021-12-02,Good,gas,no,B
2819,Penthouse,Italy,Naples,City Center,,2,4,20,1968,474300,2020-10-13,New,,0,c
1645,duplex,France,Strasbourg,Industrial,318,3,4,19,2023,1362738,2023-02-12,Good,CENTRAL,,c
1546,Penthouse,Portugal,Faro,Suburbs,282,7,4,4,1993,776116 EUR,2021-07-29,New,Gas,No,D
1430,house,Germany,Munich,Industrial,238,7,1,2,2022,316741,2020-10-26,Good,,No,a
1562,Penthouse,,Rotterdam,City Center,153,7,1,14,1986,110434,2024-04-07,Good,,NO,
1144,Penthouse,Netherlands,Utrecht,Suburbs,116,3,4,7,1952,520435,2023-05-25,New,Electric,Yes,A
2524,Penthouse,France,Bordeaux,city center,225,4,1,5,1975,1109242,2024-02-18,New,gas,0,b
2345,apartment,Italy,Florence,city center,98,7,1,18,2021,1738634 EUR,2024-01-12,Good,Solar,yes,E
2231,APT,Portugal,Coimbra,city center,89,3,2,14,,109187,2019/08/21,Old,Gas,1,B
1084,Villa ,Netherlands,Amsterdam,City Center,,7,2,0,1978,1635823,2021-02-03,New,Central,,b
1491,VILLA,Belgium,Ghent,Industrial,284,7,4,11,1971,1400254,2019-12-20,New,CENTRAL,YES,E
1657,HOUSE,Portugal,Setúbal,,252,8,1,,2001,544822,03-06-2023,Good,Electric,,c
1800,Penthouse,Belgium,Bruges,City Center,371,5,4,2,1985,1117573,2021-11-07,,Electric,,E
1803,APT,France,Nice,City Center,,7,1,20,1995,476363,2024-01-27,Renovated,gas,1,b
2222,Penthouse,Germany,Leipzig,Residential,339,8,3,20,2008,1441693,2020-11-08,Good,gas,no,c
1434,Villa ,Germany,Leipzig,,164,1,3,19,1994,1424072 EUR,2020-04-23,Renovated,Solar,1,E
2367,HOUSE,Switzerland,Lausanne,SUBURBS,78,3,2,18,2001,1842003,15.02.2019,New,Solar,no,c
2135,VILLA,,Seville,Suburbs,87,7,4,19,1954,1659626,2022-07-23,Old,Gas,1,B
2191,HOUSE,Portugal,Lisbon,Industrial,,,,6,1970,486195,2019-11-09,Good,Electric,Yes,
2353,apartment,Netherlands,Utrecht,Suburbs,109,4,2,2,2001,1946513,03-02-2021,New,Gas,1,F
1524,apartment,Switzerland,Basel,city center,,8,4,2,2005,409328 EUR,2021-02-04,New,electric,,C
1178,house,Switzerland,Lucerne,SUBURBS,320,1,4,8,1964,191671,2020-12-14,Renovated,Electric,0,C
2619,house,Spain,Malaga,Suburbs,334,8,,4,2000,1537083,2022-06-09,,Solar,,a
2811,duplex,Germany,Berlin,Suburbs,,1,4,6,1986,1268474,2020/11/26,New,electric,YES,c
1358,Villa ,Spain,Madrid,Residential,314,,2,17,1961,588465,2018-01-01,,,0,
2128,Penthouse,France,Strasbourg,Industrial,161,1,2,6,1979,1670474,2020/08/08,Renovated,,,b
2436,APT,Netherlands,Groningen,Industrial,,5,3,5,2003,365630,2023-11-08,Good,gas,yes,F
2253, studio,Italy,Naples,,172,4,1,10,2001,1915526,2020-09-23,New,electric,yes,C
1525,duplex,Italy,Genoa,Residential,295,5,3,18,1979,1724400 EUR,2022-01-07,New,Electric,0,G
2610,apartment,Portugal,Porto,Residential,328,4,2,7,2006,1296189 EUR,2021-02-26,Old,,no,A
2472,house,,Cologne,Residential,392,4,3,20,1977,1952987,26/06/2021,New,Solar,no,
2068,HOUSE,Netherlands,Groningen,City Center,,7,1,13,1993,624545,2019/08/02,Renovated,CENTRAL,No,c
2413,APT,France,Marseille,Suburbs,20,8,4,2,1971,589932,2021-11-07,Renovated,CENTRAL,1,D
2132,Villa ,Italy,Turin,City Center,155,7,4,15,1992,1929335,28.12.2020,New,Electric,NO,G
2392,house,Portugal,Braga,Suburbs,209,2,2,15,2014,1024586,2019-10-21,Good,Central,no,F
1468,duplex,France,Toulouse,Industrial,307,6,1,14,,1241545 EUR,2018-03-24,Good,CENTRAL,1,B
1071,house,Switzerland,Basel,city center,31,2,,14,2014,554844,2019-03-17,Renovated,gas,NO,A
1823,apartment,Netherlands,Rotterdam,Industrial,314,7,1,15,2003,893331 EUR,2022/09/25,Renovated,CENTRAL,NO,B
2705,Villa ,Portugal,Braga,Residential,36,5,1,16,2006,625126,2019-04-24,,CENTRAL,,F
1507,HOUSE,Germany,Stuttgart,City Center,103,1,4,9,1976,896524,14/03/2024,,Gas,yes,B
2024,Villa ,Portugal,Faro,,285,3,3,17,2000,205,2019-08-02,New,,,A
2194,Villa ,France,Strasbourg,City Center,86,4,3,4,1954,1614102,2023-02-15,New,gas,yes,a
1682,APT,Netherlands,The Hague,Residential,53,1,2,19,,774018 EUR,2022-10-03,,CENTRAL,,E
2631,HOUSE,France,Nantes,Suburbs,125,1,1,4,1963,997776,2019-06-16,Old,,Yes,A
2951,Penthouse,Netherlands,Utrecht,Residential,142,1,,5,1956,1751978,2024-12-09,Good,electric,No,E
2948,apartment,Spain,Barcelona,Residential,227,6,4,5,1980,1856637,06.12.2022,New,gas,no,C
2559,APT,France,Nice,city center,383,4,3,13,2016,1749445 EUR,2024-05-17,Good,Electric,yes,E
2259,VILLA,Germany,Frankfurt,City Center,212,8,3,3,1966,1416573,2018-08-15,Old,Central,YES,E
2994,HOUSE,Germany,Düsseldorf,Suburbs,,7,3,,1953,324,2019-07-18,Renovated,CENTRAL,,b
2900,APT,,Faro,,195,3,2,15,1998,809053,2023-09-21,Good,electric,NO,b
1713,Villa ,Italy,Milan,Historic,294,8,3,12,2018,1735911,2021-06-07,,Gas,1,B
2161,VILLA,Italy,Rome,city center,133,1,4,16,2006,1644328,2023-03-06,Old,,Yes,G
2018,house,Italy,Naples,Industrial,263,8,4,3,1964,1893018,01.01.2022,New,Gas,no,C
2430,VILLA,France,Toulouse,city center,285,8,2,16,2021,1072677,2018-06-16,,electric,YES,c
2296,Villa ,Belgium,Liège,Industrial,288,7,1,9,2010,1459907,13/08/2024,Good,gas,,A
2941,Penthouse,France,Nantes,City Center,41,7,4,10,1964,1969467,26/01/2023,New,gas,1,G
2869,APT,Italy,Turin,Residential,156,3,3,6,1991,1549774,2020-06-22,Good,electric,No,F
1883, studio,,Bologna,Suburbs,295,3,2,,1970,1803961,2019-08-12,Renovated,gas,no,G
2849,apartment,Netherlands,Eindhoven,City Center,296,5,2,19,1960,918765,22/04/2020,Renovated,CENTRAL,1,E
1691,VILLA,Portugal,Braga,SUBURBS,169,2,,3,1998,361300,2020-01-20,,,No,b
2727,Penthouse,Belgium,Ghent,Historic,232,7,,12,,99,2018-11-29,Renovated,CENTRAL,1,G
2062,VILLA,Switzerland,Lausanne,Historic,188,,1,9,1955,1495455,2020-07-10,Good,Electric,yes,
2446, studio,,Paris,,381,4,4,4,1990,432391,2019-06-08,Renovated,CENTRAL,1,b
1700,Penthouse,Spain,Zaragoza,City Center,352,1,2,8,1987,109254,2022/03/23,,Central,0,a
2639,APT,Belgium,Brussels,Residential,110,,1,17,2015,1592889,06-20-2022,Good,Solar,YES,B
2650,HOUSE,France,Nantes,,295,3,1,9,1951,1978418,2019-06-05,Old,Solar,yes,F
1119,APT,Spain,Madrid,Suburbs,359,3,2,8,1987,1834495 EUR,2024-07-22,Old,electric,NO,G
2613,APT,Italy,Naples,SUBURBS,260,3,4,7,1981,374326,2023-09-15,Renovated,gas,0,
1812,duplex,Italy,Florence,City Center,215,8,1,14,2011,1606730,2024-08-04,Old,gas,no,F
1744,house,Germany,Leipzig,SUBURBS,203,3,1,11,1981,1555445,2018-01-12,Renovated,Solar,1,
2991,apartment,,Brussels,City Center,380,6,4,16,1996,486075,10/09/2023,Old,CENTRAL,no,b
2136, studio,France,Strasbourg,city center,203,2,,19,2020,929635,11-25-2019,,Solar,no,E
2892,house,Spain,Zaragoza,Historic,226,1,4,2,1955,91380,2022-02-22,Good,Solar,0,F
2332,apartment,France,Bordeaux,,197,5,3,6,2007,1969357,2021-01-14,Renovated,Solar,0,B
1784,HOUSE,Germany,Stuttgart,Residential,320,5,3,19,1972,717606,2020-10-20,Good,Central,NO,E
1161,APT,Belgium,Liège,City Center,250,7,4,0,1990,866844,2022/02/10,Old,gas,,c
2016,Villa ,Portugal,Setúbal,city center,,8,4,17,1992,140836,04-01-2024,Good,electric,yes,
2853,APT,,Marseille,Residential,126,4,3,8,2000,204846,24/12/2020,Good,CENTRAL,No,
1108,Penthouse,Spain,Alicante,SUBURBS,52,7,2,6,2004,1087492,2018-07-18,Old,Central,No,C
1997,apartment,Germany,Stuttgart,City Center,130,2,2,16,,144702,04-21-2022,Old,electric,No,b
1684,Penthouse,Spain,Malaga,,153,3,1,9,1978,117912,2022-02-18,,Electric,NO,
2955,HOUSE,Netherlands,Amsterdam,city center,220,4,2,14,2022,581842 EUR,2021/03/25,New,Solar,YES,b
2133,Villa ,Netherlands,The Hague,Residential,267,1,4,18,1996,1556004,2021-06-10,Renovated,gas,NO,
1211,Penthouse,Portugal,Braga,Residential,250,1,2,18,2008,1930343,2019-05-22,Renovated,Electric,0,G
1736,duplex,,Lausanne,SUBURBS,9999,3,2,18,1974,1828968,2019-10-06,Good,CENTRAL,Yes,B
1378,house,,Porto,,350,,1,4,2017,1574135,2019-06-26,Good,Central,Yes,B
1956,Villa ,Belgium,Namur,Historic,136,4,2,2,1988,838351,2018-04-09,Renovated,,,
2295,Villa ,Spain,Bilbao,city center,360,1,3,14,1995,1852281,2022-05-19,Renovated,Solar,Yes,B
2177,HOUSE,Spain,Barcelona,,246,2,4,1,1956,633075,2022-09-29,Good,,,F
2964,duplex,Germany,Leipzig,Suburbs,,1,4,7,1997,1737342,2023-01-22,Old,Gas,Yes,E
2530,house,Belgium,Ghent,,133,3,1,11,2005,167395,2018-02-27,New,electric,yes,b
2917, studio,France,Nice,,111,6,4,9,1972,1470105,2021-05-15,Renovated,gas,no,a
1359,Penthouse,Switzerland,Lucerne,SUBURBS,,6,2,1,1962,547235,2024-12-23,Renovated,gas,yes,G
1723,Villa ,Portugal,Coimbra,Residential,,3,2,15,,1791694,2021-01-31,Good,Gas,no,
1670, studio,Germany,Leipzig,Suburbs,236,,4,20,1987,916709,2018-10-13,Good,Electric,yes,D
1130, studio,Netherlands,Rotterdam,SUBURBS,,5,3,7,1988,251150,2024-09-24,Good,Gas,no,B
1853,house,Spain,Seville,Suburbs,194,4,3,5,2017,1530943,2023-04-01,Good,electric,No,G
1687, studio,France,Strasbourg,Historic,190,2,1,11,1986,1162946 EUR,2021-11-30,Renovated,electric,,G
2258,house,Italy,Genoa,SUBURBS,65,5,1,9,1975,8,2018-04-28,New,gas,yes,C
2111,APT,Portugal,Faro,Historic,183,1,4,11,1952,733972,2023-04-13,Old,Gas,yes,A
1247,APT,Portugal,Coimbra,Residential,265,,4,7,2013,224255,11-10-2021,,Central,1,
2374,Villa ,Germany,Berlin,City Center,,5,1,10,2012,887518,2021-10-07,Good,gas,,F
2366,HOUSE,France,Bordeaux,Historic,145,8,2,10,1955,1395100,2022-10-01,,,0,
1242,house,Portugal,Setúbal,Suburbs,9999,3,2,,1968,618222,2021-05-18,Good,Solar,No,a
2007,Penthouse,Belgium,Liège,Historic,22,3,2,9,1975,1922713 EUR,2023-07-12,Good,CENTRAL,No,a
1180,duplex,Switzerland,Lausanne,City Center,271,,3,7,2000,1623219,2019-12-17,,electric,NO,A
2918,HOUSE,Netherlands,The Hague,Suburbs,369,7,2,9,1970,116248,2023/10/07,New,Solar,0,c
2245,HOUSE,,Naples,,106,5,3,5,1951,1272114,2023-02-27,Good,CENTRAL,1,b
1131,APT,Spain,Bilbao,city center,261,8,3,,1961,1191114,2024-04-30,New,Electric,NO,a
2605,apartment,France,Paris,Industrial,153,6,2,0,2020,622994,10/02/2020,Old,Central,0,
1931,apartment,France,Strasbourg,City Center,,6,1,12,1980,1722626 EUR,2023-04-22,New,Gas,1,E
1559,house,,Marseille,Residential,52,2,2,3,1969,1146350,2021-09-02,Good,Electric,YES,
1634, studio,Portugal,Faro,Historic,99,2,2,19,2001,1471665,2022-09-16,,gas,YES,B
1720,apartment,,Malaga,Historic,,7,2,14,1996,1819771 EUR,2022-01-08,,Gas,,A
1450,APT,Netherlands,Amsterdam,Suburbs,71,6,2,20,2021,124734,2023-06-08,Renovated,Gas,YES,c
1354,HOUSE,Italy,Venice,Residential,87,6,1,14,1988,1422866,2018-02-07,New,Gas,,G
1032,APT,Switzerland,Basel,Historic,301,1,4,10,1961,579318,2020-02-08,Old,electric,Yes,D
1664,Penthouse,Portugal,Faro,SUBURBS,,8,3,17,1999,730266,2019-05-07,,Electric,No,
1859,Penthouse,Spain,Madrid,SUBURBS,28,2,3,13,2013,594371 EUR,2024-03-10,New,Gas,0,B
1213,apartment,Switzerland,Lausanne,Historic,331,8,2,18,1977,1433010,2020-04-30,Renovated,Central,yes,A
1380,Penthouse,Portugal,Porto,Residential,355,5,2,3,1999,1081422 EUR,2018-12-14,Good,gas,0,F
1746,HOUSE,,Florence,city center,337,7,4,,1970,1240110,2022-09-07,Old,Central,,D
1329,Villa ,France,Marseille,Industrial,189,7,4,12,1976,183607 EUR,2022-03-02,New,gas,no,D
2151,APT,Germany,Hamburg,SUBURBS,,5,4,12,1980,730415,2023-01-31,Renovated,,yes,
1456, studio,Spain,Zaragoza,SUBURBS,,5,3,16,2004,1609197,09.09.2021,,Solar,,A
2628,house,Italy,Bologna,,,8,3,9,1960,1266298,2023-07-14,Renovated,Gas,,B
2266,house,Germany,Cologne,Suburbs,128,6,2,15,1980,1563330 EUR,2019-05-11,Good,CENTRAL,No,C
2656,Penthouse,France,Lyon,City Center,309,,1,7,1989,278273 EUR,2021-01-29,Old,Solar,No,c
1409,Villa ,France,Paris,city center,73,6,4,5,1978,234584,2018-06-26,New,,NO,b
2036, studio,Belgium,Ghent,city center,150,6,1,12,1985,1424298,2021-01-01,,Solar,NO,c
1605,Penthouse,Italy,Naples,SUBURBS,368,5,4,,2017,1334429,2023-02-13,Old,Electric,1,G
2908,house,Netherlands,Amsterdam,,67,1,4,13,1953,1006742,2021-05-04,Good,gas,no,C
2304,VILLA,Belgium,Ghent,Historic,248,2,2,20,1957,1041193,05.12.2024,New,electric,no,B
2088,HOUSE,Belgium,Ghent,Industrial,28,3,2,15,2014,1402956,2023-07-29,New,Solar,NO,B
2456,Penthouse,Switzerland,Bern,SUBURBS,128,3,3,16,1989,550082 EUR,2023-07-12,New,electric,Yes,a
1021,duplex,Switzerland,Geneva,City Center,243,8,1,10,1999,1452729 EUR,2024-04-30,Old,Gas,1,C
1125,Penthouse,Italy,Bologna,Residential,9999,1,3,18,2022,348010,08/10/2019,,Solar,yes,F
1155,HOUSE,Germany,Stuttgart,City Center,200,8,4,9,,1890203,2019-10-22,Good,Central,no,D
1286,duplex,Netherlands,Amsterdam,Residential,368,2,4,18,,1998565,2024-08-30,New,electric,NO,b
2330,Villa ,Spain,Malaga,City Center,125,1,2,12,2001,460692,2018-01-14,,Electric,NO,E
2181,VILLA,Portugal,Setúbal,Residential,9999,4,3,,1983,683884,2021-09-04,Good,Solar,no,c
1027,HOUSE,Italy,Bologna,SUBURBS,400,3,2,15,1977,629861,12-18-2018,,,yes,c
1302,VILLA,Germany,Düsseldorf,city center,397,4,1,16,1991,1271316 EUR,2019-06-17,Renovated,gas,0,a
1708,APT,Belgium,Antwerp,Residential,58,3,1,1,1971,477590,2023-12-21,Good,CENTRAL,no,a
1353,Villa ,France,Nice,Historic,386,4,2,5,1956,1846795,2023-04-24,Old,Electric,0,E
1348, studio,Portugal,Setúbal,Industrial,21,6,1,1,1996,1743571,2023-05-05,New,gas,no,b
2797,house,Switzerland,Zurich,SUBURBS,203,1,1,18,1974,1421638,2023-05-13,Old,Solar,No,
2816,VILLA,Germany,Berlin,Industrial,358,5,4,1,2018,1573402,2021-09-17,Renovated,electric,Yes,D
1182, studio,Portugal,Braga,SUBURBS,94,3,4,5,1951,933992,2024-05-14,Good,Central,YES,E
2493,HOUSE,France,Toulouse,SUBURBS,256,8,1,7,2013,615915 EUR,2024-12-06,New,gas,no,F
1865,house,Spain,Malaga,Historic,239,5,1,6,1990,1479862,2020-11-09,,Central,YES,a
1569,Villa ,Belgium,Bruges,Suburbs,398,4,3,3,2012,732596,2019-03-12,Good,Solar,Yes,a
2539,Villa ,Switzerland,Basel,City Center,153,2,2,7,1993,1072329,2024-12-31,,CENTRAL,yes,G
2383,Villa ,Portugal,Setúbal,,365,2,2,7,1990,705279 EUR,2018-01-26,Renovated,,,D
2408, studio,Switzerland,Basel,,,7,1,4,1977,829580,2023-12-16,Good,electric,0,b
1341,APT,Spain,Malaga,Historic,213,3,4,13,2006,1109675,10-18-2020,Old,electric,no,
2005,house,Netherlands,Utrecht,city center,230,5,4,9,2015,1284552 EUR,2019-07-20,,Gas,,F
2565,Penthouse,Italy,Bologna,Industrial,345,8,1,4,,1924889,2018-03-14,,,no,
1991,Penthouse,Netherlands,Utrecht,City Center,323,5,1,8,2019,441270,2019-09-20,Old,Central,,B
2008,apartment,France,Strasbourg,SUBURBS,124,4,2,9,1961,999555,2018-08-18,Renovated,CENTRAL,No,G
2575, studio,Belgium,Bruges,Industrial,42,6,1,3,2008,1279609,2020-08-08,Old,electric,1,
1520,house,Portugal,Faro,Suburbs,347,3,4,8,1975,1845111,2022-05-17,Good,gas,No,D
1136,VILLA,Belgium,Namur,SUBURBS,226,3,1,6,1972,1885386,2023-08-31,New,Solar,NO,
1344,HOUSE,Germany,Berlin,Historic,67,7,4,16,1960,1958301,2021-06-15,New,Electric,NO,C
1500,apartment,Belgium,Namur,City Center,91,2,3,14,1996,1617145,2018-04-05,Old,gas,1,A
2049,apartment,Belgium,Ghent,Industrial,25,3,1,,1966,841221,2018-08-15,Old,electric,,A
1597,Penthouse,Netherlands,Eindhoven,City Center,260,5,3,16,1991,376313,2022-11-13,,,1,G
1571,Penthouse,,Toulouse,city center,218,6,2,13,,1348677,28.08.2023,Old,CENTRAL,1,A
1832,HOUSE,Netherlands,Rotterdam,City Center,351,7,1,10,1968,429760,2021-06-03,Old,Gas,,b
1265,Penthouse,Spain,Alicante,Industrial,111,1,4,12,1963,968674,2019-11-23,Renovated,Solar,,B
1485,house,Switzerland,Basel,,100,3,4,0,1986,1167080,2020-02-13,Good,Electric,,A
1672,house,Netherlands,Utrecht,Residential,184,5,3,20,2021,607067,2023-02-01,Good,Electric,,A
1291,HOUSE,France,Nantes,City Center,26,3,4,12,2008,1871964,2022-06-06,Good,Central,YES,B
